epoch,train_loss,train_accuracy,val_loss,val_accuracy,macro_f1s
1,0.2865519713714858,85.42640186915888,0.6815466839710579,62.13235294117647,0.5791466121524438
2,0.16039435746513794,90.77102803738318,0.6769612998297603,63.60294117647059,0.6108745303565184
3,0.1384140372137043,91.96845794392523,0.213888290202971,94.96904024767802,0.9386498452912115
4,0.12905172775630083,92.20210280373831,0.29405810267952104,89.88970588235294,0.8760582406387237
5,0.12836509452105682,92.37733644859813,0.22973676291279416,92.09558823529412,0.8775971460544849
6,0.12296664441509225,92.72780373831776,0.3258820551529746,89.08668730650156,0.8664459525432862
7,0.12160819548695723,93.31191588785047,0.15707076323109076,95.40441176470588,0.928969404646837
8,0.11723570908619979,93.10747663551402,0.1255264632191564,97.24264705882352,0.9631931185101875
9,0.10795514470958542,93.63317757009347,0.12524883788394028,96.69117647058823,0.9577972207925888
10,0.1098308660716654,93.37032710280374,0.1300078544984018,97.24264705882352,0.9654023037002658
11,0.09305078793038553,94.39252336448598,0.1508777778746983,95.77205882352942,0.9335975132645465
12,0.08917442652631864,94.27570093457945,0.1219485725973487,96.875,0.9564576399836515
13,0.0900925519205978,94.48014018691589,0.13638625417639988,96.13970588235294,0.9350296750467209
14,0.09695154363202436,94.39252336448598,0.12003991122251403,97.61029411764706,0.9685102876119903
15,0.08590559129577095,95.06425233644859,0.11513291470970109,96.69117647058823,0.9501251199780612
16,0.08502372823411895,94.7429906542056,0.10353243131922842,97.61029411764706,0.967212424286994
17,0.08210366691036203,94.7429906542056,0.18514620294445194,94.66911764705883,0.9351307438436152
18,0.078670028849531,95.12266355140187,0.1077405560955573,97.24264705882352,0.9624685225545646
19,0.07455763099366956,95.00584112149532,0.12610297357455505,95.40441176470588,0.9405866104293487
20,0.07994264693904633,95.1518691588785,0.12250054132014424,96.875,0.9573871518025938
21,0.07076847363724678,95.32710280373831,0.12790345041467202,96.32352941176471,0.9472356983158241
22,0.07301051875959351,95.26869158878505,0.11082718935856117,96.69117647058823,0.9573213046495489
23,0.077094262400555,94.91822429906543,0.1252524416653721,95.77205882352942,0.9376307741332076
24,0.063619412621048,95.8820093457944,0.127427831845493,96.13970588235294,0.9480574057964573
25,0.0637283371630882,95.82359813084112,0.13283959371241347,95.40441176470588,0.9446656319589716
26,0.06485942067909185,95.99883177570094,0.11980808414695918,96.50735294117648,0.9517905451431463
27,0.0751729500501756,95.61915887850468,0.13084512903469658,96.50735294117648,0.950899276359408
28,0.07914097552300892,95.61915887850468,0.12184307507028708,96.32352941176471,0.9541156062895193
29,0.058997155730743135,95.9696261682243,0.15923312997334116,94.66911764705883,0.9118718531922301
30,0.0641901176509874,95.29789719626169,0.13523859606135577,95.58823529411765,0.9398531775960622
31,0.05465089206183416,96.32009345794393,0.1517467724302184,93.62422600619196,0.9239303350504007
32,0.05679910953339433,95.85280373831776,0.1368128335243321,95.95588235294117,0.9495271669184713
33,0.050782666216325885,96.81658878504673,0.13309458580707975,95.40441176470588,0.9435378365351511
34,0.05220255939176776,96.81658878504673,0.15361252993720348,96.13970588235294,0.9497672232177321
