epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.32525817330640094,89.24221611721612,0.2613566136089896,91.30067567567568
2,0.2560560126717274,91.0691391941392,0.22558955972301584,91.13175675675676
3,0.22491600009111257,92.96817765567765,0.1760050220779974,94.25675675675676
4,0.20477060705709915,93.5576923076923,0.15921283696401145,93.66554054054053
5,0.20439245434334644,93.83356227106226,0.14277334799791444,95.1858108108108
6,0.2010147776741248,93.28067765567766,0.13892961528983652,95.52364864864865
7,0.18810805737112576,93.98923992673993,0.1255647255528783,95.94594594594594
8,0.18739082273095847,94.24221611721612,0.16249317031964602,94.25675675675676
9,0.19374216736222688,93.628663003663,0.12506062955081515,96.0304054054054
10,0.18617623487057594,94.09798534798534,0.13761452174858768,95.6081081081081
11,0.18277776152468644,94.20673076923077,0.14207535449846498,95.0168918918919
12,0.18183334707640686,94.36240842490842,0.12197291181031245,96.79054054054053
13,0.17941872570663692,94.57875457875457,0.13771091860257298,95.4391891891892
14,0.17387356521705022,94.63713369963371,0.11169700354010373,96.0304054054054
15,0.17561878345620174,94.8191391941392,0.1357608912443096,95.94594594594594
16,0.17126033037112884,94.73557692307692,0.11331511308390578,96.4527027027027
17,0.16742931600803365,94.8076923076923,0.13935573561824688,95.4391891891892
18,0.16580702778525078,94.85576923076923,0.11384841431476395,96.36824324324324
19,0.16472489282202263,94.69894688644689,0.1333240344112266,95.52364864864865
20,0.16092534226437027,94.79510073260073,0.12507426683705675,95.69256756756756
21,0.16291981882487352,94.77106227106226,0.12913180085982007,96.36824324324324
22,0.16000808877154038,95.15567765567765,0.12275444786679848,96.28378378378379
23,0.15571468207412043,95.1316391941392,0.1179150949481826,96.36824324324324
24,0.14729122899902555,95.45673076923077,0.10928632824550584,96.4527027027027
25,0.15771024722892504,95.03548534798534,0.11697811701733249,96.53716216216216
26,0.15567424002175148,94.84203296703298,0.1322824194240958,96.19932432432432
27,0.14459279390195243,95.54029304029304,0.11858195976293319,96.19932432432432
28,0.14490979945000548,95.70856227106226,0.12112426719138639,96.28378378378379
29,0.14643618331935543,95.6845238095238,0.11515951791966779,96.0304054054054
30,0.14548941508938487,95.61240842490842,0.14448547984121385,95.69256756756756
31,0.14255990829462042,95.38461538461539,0.11214819850405351,96.28378378378379
32,0.13571176050374142,95.85279304029304,0.12909577769579375,96.19932432432432
33,0.1337222191146933,95.84134615384615,0.13381991315049704,95.6081081081081
34,0.1292181790089951,95.64789377289377,0.13154107215287952,95.35472972972973
35,0.1260504437968708,96.09317765567765,0.11082322462572303,96.70608108108108
36,0.12749888614679758,95.88942307692308,0.10811143426765223,96.79054054054053
37,0.12012104268114154,96.33356227106226,0.13991501812651946,96.0304054054054
38,0.1243042488152591,95.82760989010988,0.12061912165348543,96.53716216216216
