fold,epoch,train_loss,train_acc,val_loss,val_acc
0,1,1.3817733906317449,29.276238896680688,1.3756346537007227,29.95756172839506
0,2,1.3698432566463083,33.39177185600748,1.3619625568389893,37.17206790123457
0,3,1.3545145729313726,34.02729079008883,1.3436643812391493,53.4593621399177
0,4,1.3365614345108254,33.7599345488546,1.3276408314704895,50.61085390946503
0,5,1.326542980429055,33.80960729312763,1.3204232686095767,34.54218106995885
0,6,1.3166115560393403,38.3356708742403,1.3081396288341947,39.30362654320987
0,7,1.295832279799641,38.10922159887799,1.267222652832667,34.677211934156375
0,8,1.1906732994577158,44.363604488078536,1.1061569882763758,52.37911522633745
0,9,1.111490641815075,55.76642122487143,1.0584386984507244,62.8054269547325
0,10,1.072401017382525,56.770102851799905,0.9984497808747821,60.58063271604939
0,11,1.0145726946816929,56.368338008415144,0.9235014153851403,60.918209876543216
0,12,0.9809413906456768,58.08058672276765,0.8859240810076395,65.37744341563786
0,13,0.9614586018133855,59.85127395979429,0.8665448013279173,66.52199074074075
0,14,0.9518955254900283,60.03243338008415,0.8563718646764755,66.3258744855967
0,15,0.9441221131794695,60.447346891070595,0.8471156938208474,66.83706275720165
0,16,0.9403387498164523,60.5320827489481,0.8452038632498847,66.29372427983539
0,17,0.9352122130601302,60.63288920056101,0.8340634240044488,67.17785493827161
0,18,0.9320811370144719,60.71324216923796,0.8241865254110761,67.35146604938271
0,19,0.928125987018364,60.5320827489481,0.8196424808767107,67.3193158436214
0,20,0.9202079436053401,60.62558438522674,0.8175423277748955,68.13271604938271
0,21,0.9209175386290619,61.03757597007948,0.8185672644111845,67.4929269547325
0,22,0.9180698282476785,61.122311827956985,0.8146870301829444,67.51543209876544
0,23,0.9102626451547595,61.07994389901824,0.8032293319702148,67.76941872427984
0,24,0.9137745525525964,61.348761103319305,0.805601590209537,67.68261316872429
0,25,0.9085096276324728,61.762213651238895,0.7934307605028152,68.01376028806584
0,26,0.9115741520688154,61.08286582515194,0.8016858200232188,67.23251028806584
0,27,0.9049377985622572,61.53576437587658,0.7964982390403748,67.84014917695474
0,28,0.9035045012183811,61.71400187003273,0.8036229991250567,67.02674897119341
0,29,0.9056903175685717,61.167601683029446,0.7906010978751712,67.90123456790123
0,30,0.9015220239542533,61.80604254324451,0.784426404370202,67.71476337448559
0,31,0.897672062334807,61.49339644693782,0.7869188139835993,67.47685185185186
0,32,0.8953848446624867,61.66871201496027,0.7870850165685018,67.93338477366255
0,33,0.8943756585535796,61.44810659186536,0.7849350290166007,67.54758230452676
0,34,0.8903863861940909,62.20780738662926,0.7826968332131704,68.43171296296296
0,35,0.8923227113226185,61.399894810659184,0.7853173166513443,67.73726851851852
0,36,0.8953506393709044,61.657024310425435,0.7806231727202734,67.6118827160494
0,37,0.8950530273326929,61.75929172510519,0.7791388812992308,67.97518004115226
0,38,0.8934877264326897,61.43787985039738,0.7785841325918833,67.54758230452676
0,39,0.8900219564852507,61.75929172510519,0.7829186999135547,67.76941872427984
0,40,0.8912864871647047,61.66871201496027,0.7813101841343774,67.61831275720165
0,41,0.8869346786236417,61.943373071528754,0.7819704595539305,67.91087962962963
0,42,0.8858244928760804,62.34367695184666,0.7758984135256873,67.75334362139918
0,43,0.8889081486757251,61.578132304815334,0.7801086886061562,67.7758487654321
0,44,0.8885588956915814,61.71400187003273,0.788803262843026,67.68261316872429
0,45,0.8886877687081046,62.35390369331463,0.7763177437914742,67.69868827160495
0,46,0.8880662382512853,62.34952080411408,0.7758012430535423,67.85622427983539
0,47,0.8857133759968523,62.074859747545574,0.7709431648254395,67.68261316872429
0,48,0.8894631162933682,61.985741000467506,0.7714866151412328,67.87229938271605
0,49,0.8835604424061982,61.66286816269284,0.7745998948812485,67.91087962962963
0,50,0.8861167966455653,62.03103085553998,0.7777692857715819,67.84014917695474
0,51,0.882787413355233,62.02664796633941,0.7827291587988535,67.79192386831275
0,52,0.884377096010291,62.03395278167368,0.7732793258296119,67.5636574074074
0,53,0.880565855814063,61.88931743805517,0.7730324632591672,67.58616255144034
