epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.29775748934636836,90.625,0.14986532477333264,95.03676470588235
2,0.21703651066749327,92.70833333333334,0.16910681149045773,93.42105263157895
3,0.1752807145077054,93.81720430107528,0.10765506809248644,95.77205882352942
4,0.16094369998061528,94.08602150537635,0.14804988185984685,95.95588235294117
5,0.1521580123132275,94.89247311827957,0.1430937804030049,94.48529411764706
6,0.1403716313101912,95.26209677419355,0.16924522925675026,94.60139318885449
7,0.13942262155794968,95.36290322580645,0.10138902970699265,96.80727554179566
8,0.13966561224992557,95.32930107526882,0.08737917096935716,97.61029411764706
9,0.13730070058016047,95.26209677419355,0.09073634042354517,96.99109907120743
10,0.13606805909144623,95.56451612903226,0.08726709879428039,97.61029411764706
11,0.12832174696508916,95.59811827956989,0.16134048039871499,95.87848297213623
12,0.1256155711448481,95.56451612903226,0.09496035396769538,97.1749226006192
13,0.11758461973119166,95.93413978494624,0.11095430133868564,96.80727554179566
14,0.11202135342623919,96.03494623655914,0.1081122597830365,97.05882352941177
15,0.12010423020429668,95.96774193548387,0.09362486985954842,98.16176470588235
16,0.11840985064464872,96.06854838709677,0.09109170114906566,97.97794117647058
17,0.11254970587149102,96.23655913978494,0.10814566559908118,95.70433436532508
18,0.11075567752523448,96.16935483870968,0.10210057660076606,96.99109907120743
19,0.09885396383782868,96.70698924731182,0.12879146755339582,96.9233746130031
20,0.10586500650532144,95.93413978494624,0.10549048567173713,96.25580495356037
21,0.10090410177625957,96.23655913978494,0.10740926321801346,96.80727554179566
22,0.10242595166088111,96.57258064516128,0.08980132920650623,97.42647058823529
23,0.09506419858825142,96.7741935483871,0.09434147024780139,97.05882352941177
24,0.09513646662135118,96.63978494623656,0.11933466022272864,96.32352941176471
25,0.09676831886072153,96.50537634408603,0.10213430355029499,97.05882352941177
26,0.10150368094584473,96.53897849462365,0.1159176806194667,97.1749226006192
27,0.09098188434877703,96.90860215053763,0.10419711957460469,96.80727554179566
28,0.08534244740862519,97.27822580645162,0.10311884064819477,96.69117647058823
29,0.09761963667027572,96.70698924731182,0.09085656788171464,97.42647058823529
30,0.08460898230212831,97.47983870967742,0.09708500425094424,97.24264705882352
