epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,0.8417280839710701,67.13133825417201,0.86005221421902,70.8025147928994
2,0.7190282984477717,72.55696405648267,0.6510401459840628,78.55029585798816
3,0.7074899506278154,71.97127727856227,0.8399762671727401,69.67455621301775
4,0.6680588871240616,74.55271181001284,0.6477956771850586,77.82914201183432
5,0.6646237002640236,74.70715661103979,0.6859693435522226,74.52847633136095
6,0.654820145266812,73.91688061617458,0.6507142667586987,75.38831360946746
7,0.6611587274365309,74.66704107830552,0.5801586749461981,78.67973372781066
8,0.6588786342521993,75.25272785622593,0.6485677968997222,77.07100591715978
9,0.6416613906621933,75.27679717586649,0.5216766997025564,82.16531065088758
10,0.6540360865069599,74.54067715019256,0.6199298718800912,78.97559171597634
11,0.6578586788439169,75.08223684210526,0.5778315330927188,80.23298816568047
12,0.6496423166699525,75.21261232349165,0.6027510716364934,78.79992603550296
13,0.6394298741730248,75.13639281129653,0.6294464480418426,79.16050295857988
14,0.6513386844861798,74.71517971758665,0.7222512547786419,71.8380177514793
15,0.6354789842919606,76.20346598202823,0.8905798334341782,65.03328402366864
16,0.6142148012068214,76.04902118100128,0.6337883380743173,80.60281065088758
17,0.6295009480743874,76.21750641848524,0.546690202676333,84.01442307692307
18,0.6036422063664693,77.39890885750962,0.6050284745601507,78.79992603550296
19,0.593817032691909,77.66367137355584,0.5583645277298414,82.0358727810651
20,0.5970975520407281,77.85622593068037,0.5688425348355219,80.3069526627219
21,0.5837623836790643,78.40179717586648,0.5592782027446307,81.44415680473374
22,0.5873550736322636,77.20836007702184,0.6109189196274831,78.18971893491124
23,0.5991678997510816,77.35879332477535,0.6175210315447587,78.2082100591716
24,0.5810860439044673,77.68974646983312,0.6903002009941981,74.3435650887574
25,0.5665607630479627,78.44191270860077,0.6164518342568324,77.3113905325444
26,0.5473124348535771,79.14995186136072,0.5688324295557462,80.71375739644971
27,0.5483719270403792,79.45683568677792,0.5417424325759594,81.8694526627219
28,0.5551490758250399,79.10181322207958,0.5140727884494342,82.51664201183432
29,0.5455225019193277,79.13992297817714,0.5501806713067569,80.95414201183432
30,0.5492572053903486,79.39465661103979,0.5558096468448639,81.61982248520711
31,0.5364923008331438,80.38350449293966,0.5510252668307378,80.4271449704142
32,0.5373803606120552,79.7617137355584,0.5291062192274973,82.22078402366864
33,0.5448297407568955,79.60726893453146,0.5559871976192181,80.29770710059172
34,0.5401650947041627,79.64537869062902,0.5418549122718664,82.04511834319527
35,0.5353305056327726,80.11673620025674,0.5080848026734132,82.27625739644971
36,0.5342526512175072,79.659419127086,0.5544685904796307,80.9633875739645
37,0.5271419548406834,79.90211810012836,0.5289184416715915,81.38868343195267
38,0.5372811308721217,79.72360397946085,0.5692049196133246,79.6505177514793
39,0.537752108966432,79.73563863928112,0.5224093726048102,82.46116863905326
40,0.5272453728972412,79.74967907573813,0.5521102891518519,81.2130177514793
41,0.5291444946353029,79.659419127086,0.5037665321276739,82.6460798816568
42,0.5293443090305096,79.54508985879332,0.60951750095074,77.89386094674556
43,0.530320059598946,79.94022785622593,0.5215104634945209,81.91568047337279
44,0.5272311713637375,79.51901476251605,0.5656695549304669,80.23298816568047
45,0.5340397790437792,79.54508985879332,0.5753604643619977,80.18676035502959
46,0.5126201764839452,80.49582798459564,0.4891896282251065,84.14386094674556
47,0.5324816144094234,79.93822207958922,0.5325262076579608,82.09134615384616
48,0.5205893392969922,79.7617137355584,0.5474468641556226,81.03735207100591
49,0.5240247413152601,80.71445763799743,0.5069983830818763,81.43491124260355
50,0.5160055720224613,81.4124679075738,0.526605426118924,81.38868343195267
51,0.5213703338692828,79.55712451861362,0.5230380629117672,82.9419378698225
52,0.5245649705572826,79.81386392811297,0.5288009849878458,81.56434911242604
53,0.5129911590640138,80.31931964056483,0.5246693755571659,82.22078402366864
54,0.5227316799687176,80.06458600770219,0.53568573983816,82.04511834319527
55,0.5160587211934532,81.08352053915276,0.5190189790267211,82.84023668639054
56,0.5175736255762053,80.0525513478819,0.5522972987248347,80.72300295857988
57,0.5064335756185578,80.58608793324777,0.5456634335792981,81.67529585798816
58,0.5068084557608861,80.00040115532735,0.5127158692249885,82.59060650887574
59,0.49798795217421,81.15773427471117,0.5183120794021167,82.29474852071006
60,0.5063284435650197,81.08352053915276,0.5157805566604321,82.63683431952663
61,0.50183556828557,81.00529525032093,0.5582259595394135,80.95414201183432
62,0.5122125697572056,80.43565468549421,0.5541688799858093,81.25924556213018
63,0.5027048046269068,80.75056161745829,0.5659575863526418,80.05732248520711
64,0.5056349707812797,81.08151476251605,0.5323370832663316,81.56434911242604
65,0.49962941357275337,80.37146983311938,0.5170373618602753,82.58136094674556
