epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,1.3804226241160913,25.562940857297882,1.341881206402412,12.916050295857989
2,1.3567550415845262,30.339460119370592,1.2908838941500738,12.916050295857989
3,1.3245737503484352,35.29232230059685,1.19356035727721,35.78957100591716
4,1.0404574367188917,51.9482501356484,0.9655721416840186,45.17381656804734
5,0.9073507331081272,60.1770211611503,0.8033359692646906,71.59763313609469
6,0.798093328770903,67.81233043950083,0.6792667622749622,76.16494082840237
7,0.6996681333817157,76.7600379815518,0.651787227162948,77.53328402366864
8,0.6272737457580173,78.8744574064026,0.6537666343725644,76.28513313609469
9,0.5806938250040271,79.85282148670645,0.5924071348630465,80.77847633136095
10,0.5595018482699836,80.39880629408573,0.6495549953900851,77.66272189349112
11,0.5425278833231975,80.91427021161151,0.6189038638885205,78.67048816568047
12,0.5274497820544488,81.00074606619641,0.6201188357976767,77.47781065088758
13,0.5117393169820923,82.05202116115031,0.6078113638437711,78.97559171597634
14,0.49807617344807104,82.61326641345632,0.6092919455124781,77.77366863905326
15,0.4918623714102912,82.848955507325,0.6055818463747318,78.06952662721893
16,0.49447533119585096,82.81673901247964,0.6010501843232375,78.2544378698225
17,0.49250100952448306,82.58104991861096,0.5988477296554126,78.2544378698225
18,0.4903979014182828,82.55900705371675,0.6036521517313443,77.8383875739645
19,0.4928915101228301,82.42844546934347,0.5971082758445007,78.43010355029585
20,0.49062811498789444,82.69804666304937,0.6058018643122453,78.19896449704143
21,0.49251629765500726,82.79469614758546,0.600690517287988,78.49482248520711
22,0.4923802262421736,82.93373575691805,0.6092166350438044,78.14349112426035
23,0.48739900693451005,82.56918068366794,0.6130191706694089,77.79215976331362
24,0.4888779634667426,82.7624796527401,0.6028695885951703,78.31915680473374
25,0.4921314439822718,82.7404367878459,0.6074143097950861,78.31915680473374
26,0.48987056914064075,82.6878730330982,0.6002395829329124,78.49482248520711
27,0.491832040019871,82.46066196418883,0.6105866271715897,77.96782544378699
28,0.49018272020153164,82.85912913727617,0.6028764087420243,78.49482248520711
