epoch,train_loss,train_accuracy,train_f1_score,val_loss,val_accuracy,val_f1_score
1,0.24575070830636053,90.64465408805032,89.5404964716006,0.6504197167724669,78.28125,48.0127205906981
2,0.16449989900930123,93.92688679245283,93.33096082950748,0.4711304803960957,89.21875,61.086280688930096
3,0.15499336770354952,94.00550314465409,93.3413713864914,0.5686165740626166,80.625,50.539462155555405
4,0.13986822530486673,95.06682389937107,94.42417480892836,0.33576104467574625,91.875,78.57785941656911
5,0.14715273307530946,94.73270440251572,93.97513950320837,0.6839920437894762,77.34375,45.583804004071546
6,0.13768055956552988,95.06682389937107,94.42035771197341,0.6010751624391559,79.375,51.59010558690474
7,0.1272723340200928,95.51886792452831,95.08968584288868,0.3372856565772963,89.53125,58.382406842819925
8,0.12513554598198934,95.59748427672956,95.28502819134147,0.5220760920494285,83.125,52.25983504633448
9,0.12501428323159428,95.63679245283019,95.12336771452688,0.298853734314946,92.8125,69.02229379008398
10,0.12425515130045092,95.47955974842768,94.82898962418072,0.37863651774481466,93.28125,71.69879960970376
11,0.11589952851147772,95.87264150943396,95.30031279852864,0.5396324155590264,83.59375,54.320161446243475
12,0.11307314106222219,95.85298742138365,95.36571745132662,0.45710344031977,89.375,58.125148428616924
13,0.10643100713924417,96.0495283018868,95.6074905970945,0.3405969286769732,91.40625,58.908094935310565
14,0.1124608442245883,95.75471698113208,95.191848694837,0.4684625369358173,88.90625,57.89390616564327
15,0.11146596634069329,96.08883647798741,95.3942699130105,0.5383276124636268,84.0625,55.045441126691564
16,0.10531998626044337,96.42295597484278,95.9586128040839,0.3732926490105456,91.09375,61.08904397173778
17,0.10024816209579226,96.26572327044025,95.87971409918227,0.46985004717844275,87.34375,56.83379678882762
18,0.10175326961801394,96.44261006289308,95.9284456360778,0.39755170105527216,90.78125,57.78106186548355
19,0.09785517025299652,96.56053459119497,96.01113647326098,0.4674067627087425,90.0,58.42561165393174
20,0.09294839324312484,96.7374213836478,96.4914961148713,0.4071024756871907,89.53125,61.94906983369696
21,0.09269087938826133,96.65880503144653,96.1212018543653,0.6687674810436874,83.75,51.88789242308748
22,0.09452127417221477,96.79638364779875,96.38434766574,0.40740609745930667,91.25,59.6033177814403
23,0.08800151859228529,97.13050314465409,96.62380059289822,0.3397057092705154,92.1875,68.03877221902057
24,0.08515484878535634,97.20911949685535,96.8869325944406,0.45637274030332264,87.8125,57.667791397666726
25,0.09717154295517588,96.83569182389937,96.49504420320498,0.49284982904564456,90.15625,65.77538710191477
26,0.0822600092432819,97.13050314465409,96.77595940852433,0.3607826687946713,92.34375,66.26394423168027
27,0.0796141532958491,97.54323899371069,97.28808298847612,0.3834164957492476,91.875,65.38270143781449
28,0.07672246717906457,97.36635220125787,97.35046452496148,0.46898874397270446,90.0,57.766257407881604
29,0.07509140699293534,97.54323899371069,97.40475137675507,0.4046138908518285,91.5625,58.051407296038946
30,0.07592542866924368,97.562893081761,97.46586748726021,0.44253558449869956,91.5625,59.48420148611911
31,0.07561836389051575,97.562893081761,97.34634382896562,0.47755862142502536,90.0,61.59016122210102
32,0.07522431246456017,97.52358490566037,97.36577240074575,0.4326369141458116,91.875,62.81280632900318
33,0.07034259391714286,97.77908805031447,97.60699536884819,0.44599964280527543,90.9375,65.1947878908599
34,0.06978120689379906,97.6808176100629,97.50929326952966,0.695837004543651,85.78125,56.384962373689504
35,0.07208026914400453,97.64150943396226,97.32471593552644,0.43332656847527373,91.09375,62.96767856544807
36,0.06742830521137155,97.95597484276729,97.65574693376672,0.42706732067833925,91.71875,63.805658608119465
37,0.06676396610268023,97.81839622641509,97.39680498174705,0.8085430508451715,83.125,52.24205692231809
38,0.07208525633392562,97.562893081761,97.2399708959133,0.5033000022728856,90.9375,61.10059959384111
39,0.06791671224556418,97.73977987421384,97.49539259519136,0.4706400491295838,91.40625,67.66839093710342
40,0.06308613128889844,97.93632075471697,97.79662843276333,0.5172532543278408,90.3125,62.70632825509731
41,0.0676162534000926,97.72012578616352,97.37326707558951,0.47242664862397843,90.3125,64.14487182799589
42,0.059604072773465945,98.07389937106919,97.71712308266724,0.5218841431636008,89.375,57.39123349372789
43,0.05987703224092007,98.03459119496856,97.84997892941414,0.3883153475108088,93.4375,74.05275990497319
44,0.06071850663100797,98.0935534591195,97.9025180338252,0.4229377343309338,92.1875,70.37713525521612
45,0.053393730015124916,98.11320754716981,97.92858479643922,0.7182176485585572,87.65625,60.2067711074627
46,0.054278931215130166,98.17216981132076,97.75300319512668,0.4870459786572724,91.09375,66.05914887483196
47,0.05430494024364846,98.05424528301887,97.93011469329939,0.46600737318998997,91.40625,58.792487860854045
48,0.04905849874441354,98.38836477987421,98.17189953291478,0.4177646412064746,92.5,70.49764744456589
49,0.043269262235624856,98.38836477987421,98.04265952832124,0.4966884054243407,90.15625,64.03671485541335
50,0.0504350584094067,98.32940251572327,98.21999177897818,0.6367276137686978,87.8125,60.1859531624332
51,0.053008960844412936,98.13286163522012,97.89377344537625,0.4264076673414923,92.5,67.14128347531098
52,0.04185013271064304,98.5062893081761,98.36914442948789,0.5449021790176568,91.5625,65.43222508920051
53,0.05291585064619053,98.07389937106919,97.88882071261172,0.4771803814908552,90.15625,60.018536023573134
54,0.04422758170513366,98.3687106918239,98.23886940962524,0.4009747062809533,92.03125,62.10518270785948
55,0.040801581277939605,98.54559748427673,98.31523776042401,0.4753418527536418,91.25,66.83392206240806
56,0.044073762852074753,98.56525157232704,98.27504274566589,0.5372185718421634,89.53125,60.99136673311749
57,0.04087553996008487,98.66352201257862,98.47442967436493,0.7161643514408378,88.28125,62.828345246103765
58,0.03513964593780971,98.76179245283019,98.65255355514196,0.7145016162492794,87.65625,60.94605104874009
59,0.04202886422864145,98.64386792452831,98.30306130656183,0.43969214316333594,92.34375,70.45880117915725
60,0.039144269787814795,98.72248427672956,98.56184432302337,0.4678142783207946,91.875,63.75902474268381
61,0.03123346978804732,98.80110062893081,98.70991540633305,0.5323782885388255,89.53125,60.65924198957252
62,0.031027392171244225,98.82075471698113,98.6705424015725,0.6785434428130657,89.0625,61.65711525703049
63,0.02637910960994825,98.97798742138365,98.88186072830186,0.5899825744942178,90.9375,63.26230093687275
64,0.029422480298891523,99.11556603773585,98.84570054576116,0.6190680083653263,90.15625,65.7355266711893
65,0.03265769071562169,98.66352201257862,98.51410449376692,0.5252815569737151,91.09375,62.688158844581935
66,0.029761262716683,98.91902515723271,98.83511056459936,0.5569671892366841,91.5625,68.35782909564247
67,0.038008222546162665,98.74213836477988,98.66289481270167,0.6875910071680792,87.5,56.18596555832534
68,0.02935764530114244,98.82075471698113,98.69500767944001,0.6023216092010018,89.84375,61.40455162567865
69,0.034372453630258294,98.99764150943396,98.88165742202278,0.567448595293002,90.625,61.78328937744777
70,0.022725941756501892,99.21383647798741,99.09396013717459,0.5572739966678973,91.71875,67.79128118999076
71,0.04323409843187997,98.48663522012579,98.17565568193434,0.5986723544075769,90.46875,61.79787377322836
72,0.019787653518746222,99.1941823899371,99.0603761076638,0.5180675412294111,92.1875,75.38548769403276
73,0.018278388866198134,99.41037735849056,99.2642955553815,0.5822948300718422,92.03125,63.686880675741506
74,0.016684251496675035,99.39072327044025,99.17457059497305,0.6353461285507365,90.78125,61.65100718182648
75,0.022168021063110204,99.1941823899371,99.10095091379539,0.6846293267518035,90.78125,62.5016868119268
76,0.014707894691854328,99.4496855345912,99.44065746555458,0.5972499083247357,89.84375,59.01007430535438
77,0.01685507036420647,99.46933962264151,99.35912145291341,0.6296741602032597,92.1875,71.08309145652741
78,0.018415068012530258,99.33176100628931,99.00144138650857,0.969462683420079,86.71875,58.23917387758743
79,0.013651747015072307,99.48899371069182,99.38797278103266,0.6333876406675187,91.71875,67.55074876832775
80,0.010871866631606972,99.68553459119497,99.64702454939759,0.7464658065359459,90.625,59.21675642848275
81,0.00557739742778024,99.78380503144653,99.77490285672427,0.7283460768236694,91.09375,64.24132601486137
82,0.010927680724573705,99.60691823899371,99.61625521434074,0.7207535494486479,91.25,65.88916907230721
83,0.02287160523930263,99.21383647798741,99.09770102584326,0.5566205903484118,91.71875,67.54172053407432
84,0.01189535983914836,99.62657232704403,99.57241069047824,0.6259632583705141,90.9375,62.55856911557084
85,0.006505109632123992,99.82311320754717,99.79427000345673,0.6237714840672623,90.9375,65.74307753060198
86,0.007625053930173321,99.74449685534591,99.70344946703156,0.7101412244124216,90.9375,59.34264594139936
87,0.006917856471404174,99.78380503144653,99.53695472590074,0.724806445281794,90.78125,61.62798256156997
88,0.01978533373627707,99.46933962264151,99.40375064247263,0.6857103464818151,91.71875,69.37600222275518
89,0.02278937592808854,99.37106918238993,98.96834364124436,0.7200800772305513,91.25,64.98584318401022
90,0.02246275216793661,99.37106918238993,99.22481753462304,0.9302071587181558,85.78125,57.14127955456624
91,0.013209163332697891,99.56761006289308,99.61562261047253,0.752600848832022,88.90625,56.298008509723
92,0.007740847262931145,99.7248427672956,99.61883612583654,0.9732473005667004,88.28125,58.57692486798847
93,0.00581355310597738,99.84276729559748,99.82889330175946,0.6928066978802008,92.8125,67.08922829294036
94,0.006687822616189027,99.76415094339622,99.71499840770312,0.7455625073713762,92.1875,63.69327469876508
95,0.005954225584035832,99.82311320754717,99.82459563853952,0.652148975007003,92.5,69.40378976227774
96,0.009245631125803004,99.78380503144653,99.71012382910243,0.6468581931823711,91.25,63.722240367196534
97,0.019853832786227356,99.46933962264151,99.361036431846,0.7145337431691462,91.875,66.0972295810123
98,0.03333950101750244,99.05660377358491,98.95132265602875,0.6504199930133752,88.75,57.892403367627324
99,0.021327044329166326,99.21383647798741,99.05252684994326,0.9725600398548828,85.15625,55.562283896728324
100,0.014669672509600513,99.60691823899371,99.4939258843819,0.688995570982906,91.5625,70.17493594797533
