fold,epoch,train_loss,train_acc,val_loss,val_acc
0,1,1.3861787353736768,24.51788218793829,1.3799984455108643,35.95679012345679
0,2,1.3743744103804878,32.62768817204301,1.3685520622465346,34.63863168724279
0,3,1.3636878089628357,33.16678354371202,1.358890864584181,34.622556584362144
0,4,1.3529295990432517,33.26028517999065,1.3445260955227747,34.60648148148148
0,5,1.3410037600475808,33.25005843852267,1.3329913285043504,34.622556584362144
0,6,1.3308021866756936,32.93595137914914,1.3270269963476393,34.54218106995885
0,7,1.3279843675917473,33.390310892940626,1.3242766757806141,34.60648148148148
0,8,1.3259899115216904,32.937412342215985,1.3221922516822815,34.622556584362144
0,9,1.3230775577434595,35.3903693314633,1.3189600573645697,34.622556584362144
0,10,1.318659984547159,37.200502571295,1.3120217356416914,48.11921296296296
0,11,1.310203412304754,41.91356942496494,1.2983823551072016,55.03150720164609
0,12,1.2839140460111094,46.30814633006078,1.2508857482009463,52.363040123456784
0,13,1.1885780597078628,51.389375876577844,1.1020342277155981,55.85133744855967
0,14,1.0962780938632246,53.91830294530154,1.0410178667969174,59.16602366255144
0,15,1.0600549069003782,55.591105656848995,0.9919989638858371,59.16602366255144
0,16,1.0186451258866682,55.591105656848995,0.938633950220214,60.37487139917695
0,17,0.9903643494066985,56.0074801309023,0.9102540115515391,61.76376028806584
0,18,0.9735922105070474,58.041140719962605,0.8877427528301874,65.20383230452676
0,19,0.9615448272746542,59.58830060776064,0.8760435713662041,65.81147119341564
0,20,0.9543442968009175,60.03243338008415,0.8624477220906152,65.94650205761316
0,21,0.9484053418256234,60.17122487143525,0.8531306468778186,66.26157407407408
0,22,0.9450100660324097,60.08941093969145,0.8484818918837441,66.26157407407408
0,23,0.9391570592272109,60.759992987377274,0.8421639369593726,66.57021604938271
0,24,0.9373627469159554,60.84618980832165,0.8334204504887263,67.07497427983539
0,25,0.9324543666148531,61.394050958391766,0.833586111664772,66.74382716049382
0,26,0.9321210315262062,60.5320827489481,0.8245968918005625,67.15213477366255
0,27,0.9251409846803417,60.76291491351099,0.8240081601672702,67.4221965020576
0,28,0.9237424705339514,60.89294062646097,0.816552021437221,67.4607767489712
0,29,0.9194815919019174,61.34437821411874,0.8109074102507697,67.89480452674897
0,30,0.9147029812785162,60.986442262739594,0.8079231596655316,68.0298353909465
0,31,0.9149646085241566,60.75707106124357,0.8027708894676633,68.18737139917695
0,32,0.9110496501991714,61.262564282374946,0.797495005859269,67.73726851851852
0,33,0.9100730332775392,61.21143057503507,0.7992961754401525,68.08449074074075
0,34,0.9084534299546394,61.48609163160354,0.7965309156311883,68.04591049382717
0,35,0.9070649518482927,61.71254090696586,0.7928026699357562,68.36098251028805
0,36,0.9075959480327108,61.531381486676004,0.790066765414344,68.1712962962963
