epoch,train_loss,train_accuracy,val_loss,val_accuracy,macro_f1s
1,1.2122624020827444,55.26315789473685,1.2451183751777366,44.56018518518518,0.4350779309946349
2,0.7963169863349513,66.05263157894737,0.9398135553907465,51.388888888888886,0.4708989815715178
3,0.5358548550229324,67.53289473684211,0.8600595214024738,54.39814814814815,0.4961000285286426
4,0.390720198499529,72.99342105263158,0.7564722823875921,62.731481481481474,0.5645699614890886
5,0.31754885064928157,76.80921052631578,0.6722958830564663,70.60185185185185,0.6245521165307262
6,0.27171553302752344,80.0,0.585122116772389,75.81018518518519,0.6647607231655163
7,0.23892549990039122,83.75,0.49369034333223544,82.52314814814815,0.7217791137042119
8,0.2232300603860303,85.09868421052632,0.447944947777109,84.95370370370371,0.7435653086203882
9,0.21361609556173022,85.16447368421053,0.4316916582002132,84.63220164609054,0.7472057067296765
10,0.20440384447574617,86.8421052631579,0.3701184017031833,87.40997942386831,0.7697486438779886
11,0.19788211258618454,86.875,0.38071466994437353,86.94701646090535,0.7665716635782824
12,0.19764383439170688,86.97368421052632,0.3738079536706209,86.94701646090535,0.7699926365505944
13,0.18438890694003357,88.0592105263158,0.373470054982506,86.8312757201646,0.771542036910458
14,0.18438536658098822,87.99342105263158,0.3807197704014403,86.71553497942386,0.7679594861660078
15,0.1875037278783949,87.00657894736842,0.40187992655275456,85.21090534979423,0.7458186162770234
16,0.18606759815623886,88.35526315789474,0.36247789532515323,87.29423868312757,0.7700505229474046
17,0.18104808322693172,88.25657894736842,0.3172092404414865,89.14609053497942,0.7915845315398886
18,0.18802532745819342,85.85526315789474,0.35299321903019315,87.29423868312757,0.7716229488957218
19,0.18717284677060028,88.25657894736842,0.3284221155206776,88.45164609053498,0.7834881268781569
20,0.18186129700196416,88.0592105263158,0.3733896818055116,87.29423868312757,0.7858265159142255
21,0.17483172099056996,87.86184210526315,0.33898571698874647,88.2201646090535,0.7877167561028957
22,0.17689962661580036,88.25657894736842,0.36409674825888405,87.40997942386831,0.7828962796184666
23,0.18097660427815035,87.40131578947368,0.3752844584070974,86.8312757201646,0.7734854299928927
24,0.17804486114335688,88.61842105263158,0.30452096454488736,89.49331275720164,0.8026586064269805
25,0.1824686273540321,88.09210526315789,0.35232878220267594,87.75720164609054,0.7796967624259006
26,0.17442107302577872,87.92763157894737,0.3320215740327344,88.10442386831275,0.7837467998402856
27,0.16942016941152122,88.71710526315789,0.35908275723017546,87.17849794238683,0.768368610242732
28,0.1779119984884011,88.32236842105263,0.34352425010917986,87.988683127572,0.780021707435902
29,0.177739911016665,87.96052631578948,0.32257801892572185,88.7988683127572,0.7930957353367158
30,0.17039320366947275,88.0592105263158,0.2977012311953499,89.84053497942386,0.8045540506932498
31,0.1817628776948703,88.68421052631578,0.35282640812349403,87.988683127572,0.7917419126268992
32,0.1752368774068983,88.1578947368421,0.3514734954547344,87.52572016460904,0.7758580474527319
33,0.17882197305167977,88.1578947368421,0.37108422767724497,86.94701646090535,0.7662781795875027
34,0.1786892791719813,87.86184210526315,0.3329961473915588,88.33590534979423,0.7849067656068683
35,0.17754340418859532,88.55263157894737,0.3166489157226385,89.14609053497942,0.787356206438411
36,0.17653241181059887,87.46710526315789,0.34545084612262955,87.988683127572,0.7917419126268992
37,0.16918641948386243,88.81578947368422,0.3537310218304844,87.75720164609054,0.779694935684032
38,0.17545519349606414,88.61842105263158,0.35864721596805826,87.29423868312757,0.769421293929168
39,0.17238067804198515,87.99342105263158,0.3262517112436601,88.68312757201645,0.7940862063514647
40,0.16738956109865716,88.98026315789474,0.3273667677529846,88.45164609053498,0.7830701976536741
41,0.17314393461534852,88.1578947368421,0.3089642494753072,89.84053497942386,0.8043885693114079
42,0.1683791471939338,88.68421052631578,0.377419680818329,86.71553497942386,0.7824675476799021
43,0.16752256123643172,88.58552631578948,0.32348743444782924,88.91460905349794,0.7898292319976771
44,0.1714605481608918,88.02631578947368,0.3349148179814047,88.24588477366255,0.7914798555934159
45,0.16894517333099718,88.94736842105263,0.32652229408914635,88.7988683127572,0.787897221096567
46,0.1709879679115195,87.99342105263158,0.34638023767749676,87.87294238683127,0.7869005578989481
47,0.1679769073662005,89.07894736842105,0.30567989046297345,89.49331275720164,0.8013029029501954
48,0.1761599974804803,88.22368421052632,0.37437066492943644,87.17849794238683,0.7775083216876767
49,0.1681814779968638,88.48684210526315,0.3351495784051992,88.10442386831275,0.7847365392757327
50,0.1663560793391968,88.81578947368422,0.3630121724693001,87.29423868312757,0.7776208026208027
