epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.27301757222928924,86.71465968586386,0.21265369673104337,94.44444444444444
2,0.17449264190310895,91.13219895287958,0.2688721354869712,92.47685185185185
3,0.13890254794966175,92.76832460732984,0.24760856963742603,92.93981481481481
4,0.1528182740991262,91.8520942408377,0.32544667564420876,86.92129629629629
5,0.13267378391532217,92.83376963350786,0.13910117775963549,95.60185185185185
6,0.13763498333989793,92.99738219895288,0.21269666970733347,93.63425925925925
7,0.12332816899837,93.45549738219894,0.1919875945052438,94.67592592592592
8,0.12341681903920561,93.75,0.20403041001810818,92.70833333333334
9,0.11073753658526075,94.33900523560209,0.1564088621416886,96.18055555555556
10,0.11252510229476693,94.53534031413614,0.16240465505584492,95.37037037037037
11,0.11582829506521684,94.53534031413614,0.2556053153512376,91.55092592592592
12,0.09419529845801558,94.73167539267016,0.15320216395897054,94.79166666666666
13,0.10908470994241887,95.41884816753927,0.16080126455037938,95.48611111111111
14,0.09663281490031571,95.12434554973822,0.15662048871323955,95.60185185185185
15,0.09399605539739522,95.5824607329843,0.1708872236541302,94.79166666666666
16,0.08553358698044343,95.51701570680629,0.16039897023879515,95.60185185185185
17,0.09418502017850768,95.5824607329843,0.32506414032111397,90.74074074074075
18,0.08605802511669579,95.6479057591623,0.15336211003226777,95.60185185185185
19,0.0870211065773662,96.20418848167539,0.11894760222080718,96.52777777777779
20,0.08274872589085973,95.97513089005236,0.1475790642410478,95.7175925925926
21,0.07905690412095587,96.10602094240838,0.11919607738445848,97.22222222222221
22,0.07706870827141232,95.71335078534031,0.1411931753433001,95.25462962962963
23,0.07090124328430567,96.76047120418848,0.19094504882215274,94.67592592592592
24,0.07805588940421793,96.72774869109948,0.13883373692477494,96.29629629629629
25,0.07143574157066604,96.43324607329843,0.13087688534125375,95.7175925925926
26,0.07357448981696964,96.2696335078534,0.0972653682438923,97.45370370370371
27,0.07065574850409209,96.92408376963351,0.1486112984549874,96.41203703703704
28,0.05914878483230238,97.34947643979058,0.20139301161503276,94.67592592592592
29,0.057691402001311294,97.38219895287958,0.11993825478768688,97.33796296296296
30,0.07251446941777265,96.92408376963351,0.10877786544703365,96.75925925925925
31,0.0878984164620301,95.97513089005236,0.13961878387640703,96.29629629629629
32,0.08449994258616725,96.79319371727748,0.10311310359665421,97.10648148148148
33,0.0688114927274648,96.95680628272252,0.14225346705010183,96.875
34,0.07474262435574339,96.95680628272252,0.12714399070829036,96.41203703703704
35,0.064662713023556,97.41492146596859,0.1685906870432316,96.06481481481481
36,0.05603375233080804,97.70942408376963,0.12838797325812623,96.99074074074075
37,0.0568809258938689,97.64397905759162,0.10950283667901949,97.68518518518519
38,0.06646569219298407,97.34947643979058,0.17848116053239368,95.60185185185185
39,0.05266431579122525,97.67670157068062,0.13772475020903763,96.875
40,0.09902022434160825,95.5824607329843,0.10673995030438838,96.875
41,0.06769605614708162,97.02225130890052,0.1532301983634254,96.52777777777779
42,0.0626437955771217,97.80759162303664,0.13234846556712943,97.22222222222221
43,0.052208011702351585,97.5130890052356,0.10683878210497572,97.10648148148148
44,0.05150167983045426,97.87303664921467,0.13229373398775335,96.99074074074075
45,0.05909660025207199,98.23298429319371,0.14263731747742323,96.99074074074075
46,0.05046749939847645,97.70942408376963,0.15264044935705207,96.29629629629629
47,0.059965593336852197,97.90575916230367,0.1257822563966834,96.41203703703704
48,0.046561431198372354,98.03664921465969,0.17496319800462365,95.83333333333334
49,0.050196837975322976,98.26570680628272,0.11200301459041384,97.56944444444444
50,0.049930894461214174,98.20026178010471,0.13170056787889187,96.75925925925925
51,0.03350963151641312,98.7565445026178,0.1221882810315054,97.45370370370371
52,0.028223218301909058,98.7892670157068,0.10563622276165713,97.68518518518519
53,0.0406389988093949,98.33115183246073,0.12329323215150025,97.22222222222221
54,0.03539188189236374,98.92015706806284,0.13753333006603552,96.75925925925925
55,0.020031876472804418,98.92015706806284,0.15455667313007407,96.99074074074075
56,0.038932895611441955,98.52748691099477,0.1786885584164516,97.45370370370371
57,0.038888774838430215,98.65837696335078,0.12715608842690548,97.68518518518519
58,0.046962811361772196,98.56020942408377,0.21412992372512463,95.7175925925926
59,0.033661183611502325,98.62565445026178,0.12493405582793254,97.56944444444444
60,0.025811958887575606,99.18193717277487,0.18261465861824625,96.52777777777779
61,0.03367823968361545,99.01832460732984,0.13890006815793227,97.68518518518519
62,0.01725438230653313,99.11649214659685,0.12041401120979521,97.56944444444444
63,0.01603914918399328,99.54188481675392,0.12587167092149062,97.45370370370371
64,0.023435803491324163,98.98560209424085,0.10750158306872519,97.68518518518519
65,0.02489182094687506,99.3782722513089,0.1919414824961968,96.41203703703704
66,0.017120167406555135,99.47643979057592,0.17955872064805992,96.99074074074075
67,0.02125870611557706,99.31282722513089,0.19124643088603457,96.41203703703704
68,0.028699809225164193,99.05104712041884,0.16820228153482422,97.56944444444444
69,0.02410210336049432,99.01832460732984,0.1414550515223862,97.68518518518519
70,0.02012282072783433,99.24738219895288,0.14181410477022308,97.56944444444444
71,0.014144227516397661,99.60732984293193,0.1493699464930929,97.91666666666666
72,0.013901401344877102,99.60732984293193,0.2577546108605662,96.41203703703704
73,0.03248782974324582,98.88743455497382,0.14025861425132344,97.45370370370371
74,0.04966321367608648,98.56020942408377,0.15324699325647012,97.80092592592592
75,0.03264073204229411,99.08376963350786,0.1664060579939033,96.64351851851852
76,0.023519075279715605,99.3782722513089,0.15129965732848358,97.56944444444444
