epoch,train_loss,train_accuracy,val_loss,val_accuracy,macro_f1s
1,0.2654656421054493,85.0,0.33581264072927297,90.0390625,0.8761438614488477
2,0.17985519263893365,89.17613636363636,0.5804740840794693,77.12239583333333,0.7836483099640994
3,0.15217740606855262,90.39772727272727,0.4064215892540233,85.14322916666667,0.848007110957775
4,0.13471751121634787,91.96022727272727,0.23436223000834389,92.1875,0.9046252150584668
5,0.13435023589567704,92.01704545454545,0.28831074150025415,91.00260416666667,0.879862971903751
6,0.12066157912327484,93.06818181818181,0.27614111229831906,91.2109375,0.8842848433455361
7,0.11365468492731452,93.32386363636364,0.2300238813413671,92.96875,0.9090777643409221
8,0.11768713136288253,93.80681818181819,0.4193846647449391,82.8125,0.8184758471985325
9,0.11969158248129216,93.89204545454545,0.37604091772573156,88.671875,0.8850689733152419
10,0.11393887867981738,93.49431818181819,0.24030568356934623,93.5546875,0.9171959251742505
11,0.10671649560840292,93.57954545454545,0.20346377107790659,94.140625,0.9270902006708305
12,0.10409722844646736,93.86363636363636,0.24245778453213518,93.75,0.9157423036733382
13,0.10009415013376963,94.57386363636363,0.3063221559658018,89.2578125,0.8835439341273007
14,0.10262024506757206,93.92045454545455,0.27145757040751306,89.84375,0.8783181310498883
15,0.11007023750042373,94.51704545454545,0.2714783575954982,91.2109375,0.9034159118192732
16,0.10482496993446892,94.17613636363636,0.3450641071916607,89.6484375,0.8961670005644902
17,0.10046918563206088,94.4034090909091,0.3197306545325205,91.2109375,0.9079265261770724
18,0.10198136612942273,94.6590909090909,0.19827317364979402,94.140625,0.9214956905344757
19,0.10223478122868321,94.6875,0.19638224068999044,93.75,0.911013986013986
20,0.0972946074960584,95.05681818181819,0.23098330335050155,91.40625,0.8893145161290322
21,0.08965241409499537,95.17045454545455,0.2867712646010716,91.6015625,0.899974717228804
22,0.09304266112263906,94.375,0.243296881553543,92.96875,0.9198692152917505
23,0.09952602213756605,94.60227272727273,0.24351238876714287,91.9921875,0.904683571313234
24,0.08571671048517931,95.08522727272727,0.2711656419535977,91.9921875,0.9078040619337245
25,0.0842627874109894,95.45454545454545,0.2183220517361093,91.9921875,0.8916474733929995
26,0.08702652126296677,95.2840909090909,0.26177625771848767,92.3828125,0.9061438839637808
27,0.0803501337851313,95.73863636363636,0.24380526430022798,92.96875,0.9088865461262301
28,0.08458944897760044,95.45454545454545,0.21410758187994094,93.9453125,0.9251581027667984
29,0.08347741930152883,95.6534090909091,0.26794330418993795,90.625,0.8888061166741739
30,0.08070655333047563,95.53977272727273,0.19535134683246191,93.5546875,0.9113739129289051
31,0.07604827780953863,95.9375,0.23935735516114676,91.2109375,0.8786832758763385
